CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
53033002600,Washington,King County,1,4660,1940,0,2,0.04,0,0,0,0,0,0,11.2,136635,0,1,0,1,0,0,0,0,NULL,1395,NULL,NULL,239,NULL,1395,29.94,239,5.14,293,6.28,102,2.18,1181,25.35,19,0.42,128,2.74,1,0.02,0,0.00,66,1.41,49,1.05,21,1.08,9,0.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,942,892,331,3928,71,366,5,14,276,211,121,31
53033002700,Washington,King County,1,5289,2257,0,2,0.04,0,0,0,0,0,0,6.6,156071,0,1,0,1,0,0,0,0,NULL,2157,NULL,NULL,265,NULL,2157,40.79,265,5.01,327,6.19,191,3.62,1842,34.83,28,0.53,159,3.01,1,0.02,12,0.22,115,2.18,109,2.07,21,0.95,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,755,855,452,4510,69,386,5,19,300,240,57,0
53033002800,Washington,King County,1,4481,2114,0,14,0.31,0,0,0,0,0,0,5.2,147159,0,0,0,0,0,0,0,0,NULL,130,NULL,NULL,15,NULL,130,2.90,15,0.33,17,0.37,5,0.12,97,2.16,0,0.00,11,0.24,0,0.00,0,0.00,22,0.50,15,0.34,2,0.10,1,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,493,716,261,3839,58,246,11,26,301,230,172,24
53033002900,Washington,King County,1,4177,1843,0,4,0.10,0,0,0,0,0,0,5.7,144286,0,0,0,0,0,0,0,0,NULL,426,NULL,NULL,18,NULL,426,10.19,18,0.44,83,2.00,32,0.76,384,9.19,1,0.02,19,0.45,0,0.00,5,0.12,17,0.40,19,0.46,7,0.36,7,0.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,448,796,258,3701,27,176,6,18,249,201,101,78
53033003000,Washington,King County,1,5637,2407,0,5,0.09,0,0,0,0,0,0,7.1,128125,0,1,0,1,0,0,0,0,NULL,1826,NULL,NULL,275,NULL,1826,32.40,275,4.88,395,7.01,123,2.18,1629,28.89,26,0.47,73,1.29,3,0.05,13,0.22,83,1.47,62,1.10,23,0.94,44,1.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1031,1163,385,4968,76,228,9,26,330,337,78,149
53033003100,Washington,King County,1,6219,2638,0,86,1.38,0,0,0,0,0,0,3.7,148047,0,1,0,1,0,0,0,0,155,5088,155,12,372,12,5088,81.82,372,5.98,1041,16.74,506,8.13,4569,73.47,55,0.88,189,3.04,4,0.07,26,0.42,246,3.95,200,3.21,81,3.08,28,1.07,155,2.49,12,0.19,36,0.58,29,0.46,138,2.21,3,0.05,8,0.13,0,0.00,0,0.01,6,0.09,4,0.07,2,0.07,1,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,463,1277,606,5586,58,239,6,29,301,255,100,36
53033003200,Washington,King County,1,7683,4021,0,0,0.00,0,0,0,0,0,0,7.1,123699,0,1,0,1,0,0,0,0,461,4066,461,14,359,14,4066,52.93,359,4.67,653,8.50,631,8.21,3712,48.31,47,0.61,134,1.74,1,0.01,19,0.24,154,2.01,107,1.39,41,1.02,125,3.10,461,5.99,14,0.19,21,0.28,143,1.86,430,5.59,9,0.11,13,0.17,0,0.00,3,0.04,6,0.08,7,0.09,6,0.15,18,0.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1107,1090,959,6880,104,284,12,41,362,294,485,279
53033003300,Washington,King County,1,6224,3071,0,7,0.11,0,0,0,0,0,0,3.9,144539,0,1,0,1,0,0,0,0,NULL,2025,NULL,NULL,242,NULL,2025,32.54,242,3.89,361,5.80,100,1.61,1768,28.41,35,0.56,95,1.52,1,0.01,14,0.23,113,1.81,86,1.39,86,2.81,52,1.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,837,933,348,5315,107,324,19,57,402,305,265,187
53033003400,Washington,King County,1,3302,1468,0,0,0.00,0,0,0,0,0,0,5.2,130427,0,1,0,1,0,0,0,0,NULL,1746,NULL,NULL,212,NULL,1746,52.89,212,6.42,299,9.06,87,2.64,1543,46.74,29,0.87,79,2.40,2,0.05,12,0.37,82,2.47,77,2.34,45,3.03,16,1.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,424,600,217,2961,39,127,3,23,149,143,81,31
53033003500,Washington,King County,1,3936,1818,0,217,5.51,0,0,0,0,0,0,9.3,131750,0,1,0,1,0,0,0,0,NULL,1039,NULL,NULL,163,NULL,1039,26.39,163,4.15,162,4.12,85,2.17,890,22.61,30,0.77,32,0.82,1,0.03,7,0.18,79,2.00,67,1.69,58,3.20,8,0.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,614,578,440,3520,59,139,3,21,194,148,206,38
53033003600,Washington,King County,1,5672,3134,0,37,0.65,0,0,0,0,0,0,14.0,121250,0,0,0,0,0,0,0,0,NULL,187,NULL,NULL,29,NULL,187,3.30,29,0.52,36,0.63,16,0.29,159,2.81,1,0.02,9,0.16,0,0.00,1,0.03,16,0.28,3,0.05,12,0.39,4,0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1649,540,598,4652,102,520,6,26,366,240,582,202
53033003800,Washington,King County,1,2058,912,0,12,0.58,0,0,0,0,0,0,5.2,159919,0,0,0,0,0,0,0,0,NULL,65,NULL,NULL,7,NULL,65,3.14,7,0.35,9,0.46,3,0.15,51,2.46,2,0.09,7,0.36,0,0.00,0,0.00,5,0.23,0,0.02,2,0.17,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,263,433,217,1684,40,202,2,13,117,63,73,6
53033003900,Washington,King County,1,2772,1148,0,0,0.00,0,0,0,0,0,0,6.7,150694,0,0,0,0,0,0,0,0,NULL,11,NULL,NULL,1,NULL,11,0.39,1,0.03,3,0.12,1,0.03,8,0.30,0,0.00,2,0.08,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,369,671,411,2211,41,327,0,12,181,117,83,51
53033004000,Washington,King County,1,2690,1230,0,169,6.28,0,0,0,0,1,0,13.7,161500,0,1,0,1,0,0,0,1,4,2511,4,2,719,2,2511,93.36,719,26.72,518,19.25,356,13.25,1950,72.50,146,5.41,236,8.76,19,0.71,8,0.30,153,5.68,98,3.63,122,9.94,138,11.21,4,0.16,2,0.07,0,0.00,1,0.02,2,0.09,0,0.00,1,0.03,0,0.00,0,0.00,1,0.03,0,0.00,0,0.01,0,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,919,576,386,2115,146,247,20,8,154,102,143,164
53033004100,Washington,King County,1,7789,3038,0,7,0.09,0,0,0,0,0,0,6.1,210230,1,1,1,1,1,0,0,0,1205,6518,1205,110,796,110,6518,83.68,796,10.22,1728,22.18,902,11.59,5530,71.00,46,0.60,621,7.98,11,0.14,11,0.15,298,3.82,162,2.08,81,2.66,43,1.41,1205,15.48,110,1.42,343,4.41,224,2.88,1091,14.00,4,0.05,68,0.87,0,0.00,4,0.05,40,0.51,28,0.35,13,0.43,7,0.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1044,2069,1025,6509,57,817,12,23,371,218,84,50
53033004200,Washington,King County,1,7618,3137,0,8,0.11,0,0,0,0,0,0,4.9,174760,0,0,0,0,0,0,0,0,NULL,457,NULL,NULL,30,NULL,457,6.00,30,0.39,93,1.22,86,1.12,385,5.06,8,0.10,40,0.52,1,0.01,2,0.03,21,0.28,8,0.11,15,0.48,7,0.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,987,1676,823,6220,197,683,18,30,470,301,121,108
53033004301,Washington,King County,1,3531,1448,0,17,0.48,0,1,0,0,0,1,23.4,134583,0,1,0,1,0,0,0,0,NULL,1392,NULL,NULL,254,NULL,1392,39.42,254,7.18,265,7.52,193,5.46,1174,33.26,17,0.49,98,2.78,0,0.00,4,0.11,98,2.78,74,2.08,80,5.53,54,3.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1292,621,318,2758,66,444,1,15,247,174,195,131
53033004302,Washington,King County,1,3518,1495,0,755,21.46,0,0,0,0,0,1,50.1,44100,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2069,84,232,2482,90,656,10,11,269,214,770,100
53033004400,Washington,King County,1,6260,2567,0,325,5.19,0,0,0,0,0,1,33.5,133603,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3664,483,290,4787,156,804,8,29,476,319,848,192
53033004500,Washington,King County,1,2676,1003,0,22,0.82,0,0,0,0,0,1,22.4,119583,0,0,0,0,0,0,0,0,NULL,442,NULL,NULL,92,NULL,442,16.51,92,3.44,72,2.70,29,1.08,391,14.62,5,0.18,14,0.52,1,0.04,3,0.11,28,1.04,19,0.70,7,0.73,11,1.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1100,315,125,2296,31,169,6,15,159,118,109,62
53033004600,Washington,King County,1,3251,1406,0,0,0.00,0,0,0,0,0,0,4.6,161667,0,1,0,1,0,0,0,0,NULL,2259,NULL,NULL,243,NULL,2259,69.47,243,7.46,382,11.76,179,5.51,1975,60.74,20,0.62,139,4.29,1,0.03,13,0.40,110,3.39,66,2.02,22,1.60,36,2.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,395,564,239,2848,34,187,1,14,167,118,38,50
53033004700,Washington,King County,1,6739,4020,0,193,2.86,0,0,0,0,0,0,4.9,122347,0,0,0,0,0,0,0,0,NULL,14,NULL,NULL,2,NULL,14,0.21,2,0.03,3,0.04,1,0.01,12,0.18,0,0.00,0,0.01,0,0.00,0,0.00,2,0.02,0,0.00,2,0.04,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1279,490,665,5701,203,375,13,59,388,390,965,167
53033004800,Washington,King County,1,4539,2163,0,30,0.66,0,0,0,0,0,0,3.8,131958,0,0,0,0,0,0,0,0,NULL,26,NULL,NULL,4,NULL,26,0.57,4,0.08,5,0.12,1,0.01,23,0.51,0,0.01,2,0.05,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,635,655,269,3931,89,242,2,31,244,179,105,34
53033004900,Washington,King County,1,6139,3509,0,113,1.84,0,0,0,0,0,0,6.2,139231,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1155,453,383,5247,120,361,12,37,362,259,472,134
53033005000,Washington,King County,1,3600,1930,0,0,0.00,0,0,0,0,0,0,6.1,128250,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,549,444,286,3008,120,250,8,15,199,177,267,92
